no,male,female,age,regular,daytime,others,enrolement  year,attendance,last month attendance,2 months ago attendance,3 months ago attendance,withdrawal,enrollement
498,0,1,52,1,0,0,2,444,19,20,9,0,1
499,1,0,52,1,0,0,2,871,38,40,32,0,1
500,1,0,76,1,0,0,2,592,26,26,22,0,1
501,0,1,81,1,0,0,2,348,6,15,0,0,1
502,0,1,52,1,0,0,2,76,0,0,1,0,1
503,0,1,61,1,0,0,2,267,19,23,20,0,1
504,1,0,64,1,0,0,2,521,20,11,5,0,1
505,0,1,67,1,0,0,2,987,46,42,38,0,1
506,0,1,59,1,0,0,2,552,24,22,22,0,1
507,0,1,76,1,0,0,2,327,10,16,17,0,1
508,0,1,58,1,0,0,2,331,12,12,16,0,1
509,0,1,68,1,0,0,2,94,6,1,3,0,1
510,0,1,59,1,0,0,2,94,4,1,3,0,1
511,0,1,58,1,0,0,2,118,0,0,0,0,1
512,0,1,74,1,0,0,2,292,12,16,9,0,1
513,1,0,75,1,0,0,2,92,0,3,2,0,1
514,0,1,61,1,0,0,2,225,5,8,5,0,1
515,0,1,55,1,0,0,2,194,9,8,7,0,1
516,0,1,41,1,0,0,2,152,5,6,7,0,1
517,0,1,48,1,0,0,2,331,19,19,18,0,1
518,0,1,67,1,0,0,2,537,20,16,20,0,1
519,0,1,62,1,0,0,2,359,16,15,9,0,1
520,1,0,64,1,0,0,2,534,26,24,21,0,1
521,0,1,76,0,1,0,2,292,11,7,10,0,1
522,1,0,54,1,0,0,2,505,18,21,22,0,1
523,1,0,76,1,0,0,2,619,24,24,23,0,1
524,0,1,48,1,0,0,2,261,12,17,11,0,1
525,0,1,62,1,0,0,2,192,11,11,5,0,1
526,0,1,79,0,1,0,2,376,15,16,13,0,1
527,0,1,53,1,0,0,2,252,11,9,13,0,1
528,1,0,51,1,0,0,2,445,13,18,14,0,1
529,0,1,56,1,0,0,2,532,10,11,11,0,1
530,0,1,50,1,0,0,2,233,4,8,5,0,1
531,1,0,67,1,0,0,2,100,0,7,5,0,1
532,1,0,74,1,0,0,2,303,11,7,10,0,1
533,0,1,64,1,0,0,2,436,21,19,21,0,1
534,0,1,65,1,0,0,2,409,18,15,10,0,1
535,0,1,83,1,0,0,2,652,25,23,17,0,1
536,0,1,69,1,0,0,2,641,24,24,24,0,1
537,0,1,52,1,0,0,2,98,4,3,4,0,1
538,0,1,70,1,0,0,2,276,13,10,8,0,1
539,1,0,80,0,1,0,2,258,9,11,9,0,1
540,1,0,80,1,0,0,2,234,11,11,11,0,1
541,0,1,70,1,0,0,2,469,20,19,14,0,1
542,0,1,62,1,0,0,2,330,16,16,15,0,1
543,0,1,78,1,0,0,2,353,15,14,13,0,1
544,1,0,66,1,0,0,2,335,14,16,10,0,1
545,1,0,61,1,0,0,2,151,8,5,6,0,1
546,0,1,68,1,0,0,2,132,3,8,6,0,1
547,0,1,56,1,0,0,2,310,9,15,14,0,1
548,1,0,74,1,0,0,2,388,17,13,13,0,1
549,0,1,66,1,0,0,2,572,22,19,18,0,1
550,0,1,53,1,0,0,2,403,21,21,11,0,1
551,0,1,50,1,0,0,2,499,17,18,20,0,1
552,0,1,32,1,0,0,2,133,1,0,2,0,1
553,1,0,53,1,0,0,2,276,13,11,6,0,1
554,0,1,48,1,0,0,2,155,4,7,3,0,1
555,1,0,63,1,0,0,2,407,17,11,16,0,1
556,0,1,47,1,0,0,2,87,4,5,2,0,1
557,0,1,57,1,0,0,2,534,9,22,20,0,1
558,1,0,56,1,0,0,2,430,20,22,11,0,1
559,0,1,53,1,0,0,2,308,15,14,14,0,1
560,0,1,48,1,0,0,2,222,8,12,6,0,1
561,0,1,68,1,0,0,2,127,5,5,4,0,1
562,1,0,86,1,0,0,2,422,16,17,9,0,1
563,1,0,70,0,1,0,2,343,11,11,4,0,1
564,0,1,65,0,1,0,2,162,3,6,5,0,1
565,1,0,41,1,0,0,2,191,5,3,5,0,1
566,0,1,45,0,1,0,2,230,9,10,9,0,1
567,0,1,41,1,0,0,2,566,22,23,23,0,1
568,0,1,65,1,0,0,2,268,12,10,13,0,1
569,1,0,72,0,1,0,2,500,19,21,19,0,1
570,1,0,69,1,0,0,2,251,9,11,7,0,1
571,0,1,68,1,0,0,2,633,28,25,24,0,1
572,1,0,69,1,0,0,2,100,3,5,4,0,1
573,0,1,68,1,0,0,2,317,19,14,10,0,1
574,0,1,49,1,0,0,2,83,8,8,2,0,1
575,1,0,67,1,0,0,2,278,10,10,8,0,1
576,0,1,71,1,0,0,2,558,23,22,24,0,1
577,0,1,62,1,0,0,2,402,19,18,18,0,1
578,0,1,49,1,0,0,2,91,4,5,3,0,1
579,1,0,44,1,0,0,2,5,0,0,0,0,1
580,0,1,53,1,0,0,2,239,8,9,6,0,1
581,0,1,54,1,0,0,2,359,19,13,15,0,1
582,1,0,67,1,0,0,2,248,11,13,10,0,1
583,0,1,75,1,0,0,2,555,21,24,21,0,1
584,0,1,47,1,0,0,2,1,1,0,0,0,1
585,0,1,59,1,0,0,2,235,6,8,13,0,1
586,1,0,47,1,0,0,2,41,2,1,0,0,1
587,0,1,48,1,0,0,2,25,1,0,0,0,1
588,0,1,68,0,1,0,2,225,9,8,6,0,1
589,0,1,74,0,1,0,2,190,7,5,6,0,1
590,0,1,72,1,0,0,2,292,14,12,10,0,1
591,1,0,43,1,0,0,2,399,14,17,18,0,1
592,1,0,75,1,0,0,2,627,27,26,24,0,1
593,1,0,74,1,0,0,2,200,7,5,6,0,1
594,0,1,57,1,0,0,2,126,1,0,0,0,1
595,0,1,67,1,0,0,2,411,24,18,18,0,1
596,1,0,64,1,0,0,2,452,18,17,16,0,1
597,1,0,64,1,0,0,2,118,1,1,4,0,1
598,0,1,56,1,0,0,2,437,13,25,17,0,1
599,0,1,68,0,1,0,2,277,12,11,10,0,1
600,1,0,66,0,1,0,2,119,5,5,3,0,1
601,1,0,41,1,0,0,2,444,21,21,19,0,1
602,0,1,64,1,0,0,2,0,0,0,0,0,1
603,1,0,67,1,0,0,2,342,10,15,14,0,1
604,1,0,44,1,0,0,2,239,8,7,5,0,1
605,0,1,63,1,0,0,2,321,8,12,11,0,1
606,1,0,72,1,0,0,2,302,16,16,14,0,1
607,0,1,52,1,0,0,2,395,22,23,19,0,1
608,0,1,68,1,0,0,2,12,0,0,0,0,1
609,1,0,73,1,0,0,2,355,17,12,10,0,1
610,0,1,83,1,0,0,2,142,7,6,5,0,1
611,0,1,83,1,0,0,2,97,1,3,2,0,1
612,1,0,75,1,0,0,2,579,26,24,24,0,1
613,1,0,27,1,0,0,2,180,3,9,7,0,1
614,0,1,55,1,0,0,2,246,11,11,9,0,1
615,0,1,68,1,0,0,2,458,22,21,15,0,1
616,0,1,58,1,0,0,2,125,4,5,5,0,1
617,1,0,69,0,1,0,2,281,9,10,10,0,1
618,1,0,54,1,0,0,2,312,15,16,15,0,1
619,1,0,66,1,0,0,2,537,21,24,22,0,1
620,0,1,66,1,0,0,2,136,5,8,6,0,1
621,1,0,84,0,1,0,2,470,21,21,16,0,1
622,0,1,54,1,0,0,2,82,6,5,4,0,1
623,0,1,51,1,0,0,2,289,12,12,10,0,1
624,1,0,81,1,0,0,2,542,24,22,17,0,1
625,1,0,76,1,0,0,2,371,0,12,13,0,1
626,0,1,86,1,0,0,2,592,24,25,24,0,1
627,1,0,83,1,0,0,2,619,26,25,23,0,1
628,0,1,71,1,0,0,2,367,18,15,19,0,1
629,0,1,29,1,0,0,2,156,4,6,2,0,1
630,1,0,63,1,0,0,2,79,8,8,1,0,1
631,0,1,67,0,1,0,2,125,6,6,6,0,1
632,1,0,55,1,0,0,2,160,7,8,3,0,1
633,0,1,57,1,0,0,2,447,23,21,19,0,1
634,0,1,54,1,0,0,2,2,0,0,0,0,1
635,0,1,59,1,0,0,2,281,18,12,18,0,1
636,1,0,67,1,0,0,2,417,16,15,14,0,1
637,0,1,75,1,0,0,2,421,18,17,16,0,1
638,0,1,57,1,0,0,2,465,29,25,18,0,1
639,0,1,58,1,0,0,2,0,0,0,0,0,1
640,0,1,80,0,1,0,2,160,7,7,6,0,1
641,0,1,70,1,0,0,2,98,6,6,3,0,1
642,0,1,64,1,0,0,2,336,14,12,12,0,1
643,0,1,75,1,0,0,2,334,14,13,5,0,1
644,1,0,40,1,0,0,2,170,6,7,13,0,1
645,1,0,38,1,0,0,2,37,0,2,1,0,1
646,0,1,48,1,0,0,2,210,7,9,2,0,1
647,1,0,49,1,0,0,2,185,12,6,8,0,1
648,1,0,54,1,0,0,2,522,17,19,16,0,1
649,1,0,70,0,1,0,2,421,16,19,15,0,1
650,0,1,75,1,0,0,2,594,23,25,22,0,1
651,0,1,54,1,0,0,2,84,5,3,3,0,1
652,0,1,67,0,1,0,2,499,21,21,19,0,1
653,1,0,24,1,0,0,2,156,3,5,4,0,1
654,0,1,50,1,0,0,2,400,21,20,15,0,1
655,0,1,75,1,0,0,2,212,8,5,6,0,1
656,0,1,41,1,0,0,2,107,6,3,5,0,1
657,1,0,57,1,0,0,2,373,13,10,11,0,1
658,0,1,75,1,0,0,2,482,20,16,15,0,1
659,0,1,61,0,1,0,2,176,8,7,7,0,1
660,0,1,73,1,0,0,2,538,24,19,20,0,1
661,0,1,49,1,0,0,2,107,5,3,3,0,1
662,1,0,56,1,0,0,2,1,0,0,0,0,1
663,0,1,61,1,0,0,2,345,18,18,18,0,1
664,0,1,49,1,0,0,2,0,0,0,0,0,1
665,0,1,56,1,0,0,2,126,5,1,2,0,1
666,0,1,64,1,0,0,2,243,8,9,9,0,1
667,0,1,57,1,0,0,2,201,7,7,5,0,1
668,1,0,47,1,0,0,2,418,24,26,21,0,1
669,0,1,56,0,1,0,2,90,3,5,3,0,1
670,1,0,70,0,1,0,2,165,7,6,8,0,1
671,0,1,47,1,0,0,2,96,3,3,3,0,1
672,1,0,58,1,0,0,2,355,18,11,11,0,1
673,1,0,59,1,0,0,2,102,5,4,4,0,1
674,0,1,26,1,0,0,2,151,12,6,9,0,1
675,1,0,49,1,0,0,2,101,0,3,0,0,1
676,0,1,63,1,0,0,2,52,0,0,0,0,1
677,0,1,39,1,0,0,2,80,4,4,3,0,1
678,1,0,53,1,0,0,2,2,0,0,0,0,1
679,1,0,66,1,0,0,2,427,19,17,16,0,1
680,0,1,71,1,0,0,2,549,22,22,20,0,1
681,0,1,55,1,0,0,2,213,14,11,12,0,1
682,1,0,71,1,0,0,2,369,12,14,13,0,1
683,0,1,53,1,0,0,2,37,0,1,0,0,1
684,0,1,60,1,0,0,2,462,19,16,11,0,1
685,0,1,49,1,0,0,2,81,4,3,1,0,1
686,0,1,55,1,0,0,2,333,14,11,15,0,1
687,0,1,59,1,0,0,2,331,16,14,13,0,1
688,0,1,64,1,0,0,2,370,7,0,6,0,1
689,0,1,47,1,0,0,2,348,13,12,10,0,1
690,0,1,67,1,0,0,2,260,9,6,5,0,1
691,1,0,68,1,0,0,2,406,14,16,15,0,1
692,0,1,55,1,0,0,2,484,18,15,14,0,1
693,0,1,43,1,0,0,2,142,12,2,1,0,1
694,0,1,31,1,0,0,2,175,2,0,0,0,1
695,0,1,59,1,0,0,2,300,15,12,10,0,1
696,1,0,49,1,0,0,2,251,8,8,8,0,1
697,0,1,63,1,0,0,2,563,20,19,20,0,1
698,1,0,65,1,0,0,2,468,21,17,19,0,1
699,0,1,62,1,0,0,2,353,16,14,12,0,1
700,0,1,42,1,0,0,2,40,3,3,0,0,1
701,0,1,36,1,0,0,2,23,0,0,0,0,1
702,1,0,38,1,0,0,2,40,4,0,0,0,1
703,0,1,70,1,0,0,2,235,7,7,6,0,1
704,1,0,60,1,0,0,2,385,12,8,7,0,1
705,0,1,49,0,1,0,2,231,10,7,7,0,1
706,1,0,75,1,0,0,2,620,27,26,24,0,1
707,0,1,52,1,0,0,2,169,7,6,5,0,1
708,0,1,56,1,0,0,2,375,16,15,13,0,1
709,1,0,61,1,0,0,2,222,8,7,6,0,1
710,1,0,61,1,0,0,2,316,14,14,11,0,1
711,0,1,51,1,0,0,2,125,4,5,4,0,1
712,0,1,44,1,0,0,2,403,18,17,15,0,1
713,1,0,41,1,0,0,2,149,7,5,6,0,1
714,1,0,24,1,0,0,2,44,0,0,0,0,1
715,1,0,62,1,0,0,1,216,12,12,11,0,1
716,1,0,80,1,0,0,2,608,27,23,24,0,1
717,0,1,53,0,1,0,2,183,8,8,7,0,1
718,0,1,60,0,1,0,2,463,19,20,19,0,1
719,0,1,45,1,0,0,2,135,2,4,3,0,1
720,1,0,71,1,0,0,2,319,16,13,15,0,1
721,0,1,47,1,0,0,2,575,24,23,23,0,1
722,0,1,68,1,0,0,2,442,25,18,15,0,1
723,0,1,53,1,0,0,2,52,0,1,1,0,1
724,1,0,72,1,0,0,2,555,22,23,18,0,1
725,1,0,46,1,0,0,2,401,18,19,17,0,1
726,0,1,24,1,0,0,2,105,5,6,1,0,1
727,0,1,50,1,0,0,2,287,10,7,8,0,1
728,1,0,44,1,0,0,2,357,21,16,18,0,1
729,0,1,59,1,0,0,2,289,15,20,20,0,1
730,1,0,77,1,0,0,2,22,2,1,2,0,1
731,0,1,32,1,0,0,2,187,10,9,4,0,1
732,0,1,59,1,0,0,2,393,15,14,14,0,1
733,1,0,64,1,0,0,2,142,7,6,2,0,1
734,0,1,49,0,1,0,2,15,0,0,0,0,1
735,0,1,49,1,0,0,2,80,6,3,2,0,1
736,1,0,54,1,0,0,2,375,14,14,13,0,1
737,0,1,48,1,0,0,2,291,19,11,18,0,1
738,0,1,58,1,0,0,2,111,0,0,1,0,1
739,0,1,47,1,0,0,2,0,0,0,0,0,1
740,0,1,42,1,0,0,2,50,1,6,7,0,1
741,0,1,45,1,0,0,2,4,0,0,0,0,1
742,0,1,64,1,0,0,2,215,5,4,10,0,1
743,1,0,68,1,0,0,2,68,4,1,2,0,1
744,1,0,43,1,0,0,2,246,9,10,6,0,1
745,1,0,48,1,0,0,2,151,5,7,3,0,1
746,1,0,65,1,0,0,2,308,13,12,12,0,1
747,0,1,60,1,0,0,2,295,13,11,12,0,1
748,0,1,29,1,0,0,2,326,2,1,1,0,1
749,1,0,58,1,0,0,2,79,4,3,2,0,1
750,0,1,43,1,0,0,2,185,2,8,2,0,1
751,1,0,42,1,0,0,2,141,7,7,5,0,1
752,1,0,57,1,0,0,2,382,14,12,13,0,1
753,1,0,33,1,0,0,2,171,8,5,5,0,1
754,0,1,63,1,0,0,2,175,5,1,3,0,1
755,0,1,61,1,0,0,2,16,1,1,2,0,1
756,0,1,58,1,0,0,2,131,7,8,6,0,1
757,1,0,53,1,0,0,2,281,10,8,9,0,1
758,0,1,34,1,0,0,2,200,7,8,7,0,1
759,0,1,74,1,0,0,2,566,23,19,22,0,1
760,1,0,60,1,0,0,2,139,5,6,5,0,1
761,1,0,42,1,0,0,2,77,0,1,2,0,1
762,0,1,49,1,0,0,2,507,24,25,18,0,1
763,1,0,40,1,0,0,2,193,4,4,3,0,1
764,0,1,56,1,0,0,2,13,0,0,0,0,1
765,0,1,45,1,0,0,2,52,2,3,0,0,1
766,0,1,46,1,0,0,2,74,2,2,0,0,1
767,1,0,33,1,0,0,2,76,0,0,0,0,1
768,0,1,55,1,0,0,2,32,0,0,0,0,1
769,0,1,55,1,0,0,2,155,6,4,8,0,1
770,1,0,59,1,0,0,2,168,3,6,8,0,1
771,1,0,33,1,0,0,2,49,5,7,3,0,1
772,0,1,57,1,0,0,2,519,21,21,18,0,1
773,0,1,32,1,0,0,2,28,0,0,0,0,1
774,1,0,31,1,0,0,2,40,3,1,2,0,1
775,1,0,42,1,0,0,2,9,0,0,0,0,1
776,0,1,42,1,0,0,2,2,0,0,0,0,1
777,0,1,63,1,0,0,2,420,19,0,7,0,1
778,1,0,71,1,0,0,2,247,9,10,7,0,1
779,0,1,26,1,0,0,2,38,0,0,0,0,1
780,0,1,40,1,0,0,2,27,4,1,0,0,1
781,0,1,43,1,0,0,2,149,8,9,10,0,1
782,0,1,55,1,0,0,2,53,2,4,0,0,1
783,1,0,59,1,0,0,2,93,4,4,4,0,1
784,0,1,57,1,0,0,2,36,1,1,0,0,1
785,0,1,24,1,0,0,2,43,2,1,1,0,1
786,0,1,49,1,0,0,2,80,5,5,8,0,1
787,0,1,52,1,0,0,2,1,0,0,0,0,1
788,0,1,39,1,0,0,2,206,7,5,6,0,1
789,1,0,39,1,0,0,2,230,9,6,6,0,1
790,0,1,66,1,0,0,2,617,23,24,21,0,1
791,0,1,57,1,0,0,2,187,9,5,5,0,1
792,1,0,45,1,0,0,2,455,13,9,10,0,1
793,1,0,54,1,0,0,2,109,3,5,4,0,1
794,1,0,68,1,0,0,2,611,24,23,22,0,1
795,1,0,54,1,0,0,2,106,2,2,2,0,1
796,0,1,49,1,0,0,2,54,2,1,0,0,1
797,0,1,50,1,0,0,2,14,0,2,0,0,1
798,0,1,57,1,0,0,2,166,4,4,0,0,1
799,1,0,61,1,0,0,2,117,1,0,0,0,1
800,0,1,55,1,0,0,2,455,18,20,20,0,1
801,0,1,60,1,0,0,2,422,19,21,20,0,1
802,1,0,48,1,0,0,2,119,4,5,2,0,1
803,0,1,49,1,0,0,2,320,15,15,12,0,1
804,0,1,66,1,0,0,2,391,22,20,15,0,1
805,1,0,57,1,0,0,2,2,0,0,0,0,1
806,1,0,30,1,0,0,2,277,10,10,8,0,1
807,0,1,77,1,0,0,2,601,26,25,22,0,1
808,0,1,56,1,0,0,2,489,17,21,15,0,1
809,0,1,62,1,0,0,2,399,20,20,15,0,1
810,1,0,72,1,0,0,2,200,8,7,7,0,1
811,1,0,64,1,0,0,2,388,16,5,15,0,1
812,0,1,62,1,0,0,2,272,10,7,12,0,1
813,1,0,47,1,0,0,2,93,6,10,1,0,1
814,1,0,42,1,0,0,2,313,15,14,10,0,1
815,0,1,56,1,0,0,2,173,8,6,5,0,1
816,1,0,52,1,0,0,2,120,5,3,5,0,1
817,1,0,26,1,0,0,2,82,1,1,0,0,1
818,0,1,66,0,1,0,2,202,10,9,9,0,1
819,1,0,54,1,0,0,2,137,5,9,11,0,1
820,1,0,62,1,0,0,2,41,0,1,0,0,1
821,0,1,68,1,0,0,2,445,18,19,15,0,1
822,1,0,63,1,0,0,2,192,12,14,16,0,1
823,1,0,62,1,0,0,2,31,0,1,0,0,1
824,1,0,62,1,0,0,2,120,9,8,7,0,1
825,0,1,54,1,0,0,2,19,0,0,1,0,1
826,1,0,75,1,0,0,2,371,17,17,15,0,1
827,0,1,50,1,0,0,2,69,1,1,4,0,1
828,1,0,66,1,0,0,2,490,20,20,19,0,1
829,1,0,65,1,0,0,2,66,2,2,2,0,1
830,0,1,59,1,0,0,2,67,2,2,2,0,1
831,1,0,70,1,0,0,2,447,14,13,15,0,1
832,1,0,76,1,0,0,2,628,23,26,24,0,1
833,0,1,61,0,1,0,2,273,12,12,8,0,1
834,1,0,65,1,0,0,2,97,3,4,4,0,1
835,1,0,58,1,0,0,2,437,16,19,18,0,1
836,1,0,71,1,0,0,2,220,6,4,4,0,1
837,0,1,55,1,0,0,2,30,0,0,0,0,1
838,1,0,52,1,0,0,2,546,24,23,19,0,1
839,1,0,69,1,0,0,2,143,8,8,2,0,1
840,0,1,59,1,0,0,2,424,17,15,13,0,1
841,0,1,55,1,0,0,2,529,24,20,18,0,1
842,1,0,59,1,0,0,2,138,3,6,3,0,1
843,0,1,59,1,0,0,2,275,8,7,0,0,1
844,0,1,61,1,0,0,2,95,0,5,4,0,1
845,1,0,62,1,0,0,2,281,13,3,1,0,1
846,0,1,70,1,0,0,2,435,21,18,16,0,1
847,1,0,48,1,0,0,2,278,12,9,8,0,1
848,0,1,45,1,0,0,2,281,5,7,7,0,1
849,0,1,56,1,0,0,2,74,1,0,6,0,1
850,1,0,69,1,0,0,2,150,6,3,3,0,1
851,0,1,61,1,0,0,2,428,21,23,16,0,1
852,0,1,51,1,0,0,2,31,0,0,0,0,1
853,0,1,54,1,0,0,2,425,14,11,9,0,1
854,0,1,77,1,0,0,2,434,15,18,13,0,1
855,0,1,77,1,0,0,2,525,18,20,18,0,1
856,0,1,52,1,0,0,2,145,8,0,3,0,1
857,0,1,58,1,0,0,2,74,3,3,3,0,1
858,0,1,68,1,0,0,2,298,14,15,7,0,1
859,1,0,62,1,0,0,2,357,19,17,15,0,1
860,1,0,30,1,0,0,2,54,0,2,2,0,1
861,1,0,40,1,0,0,2,225,4,3,5,0,1
862,1,0,47,1,0,0,2,186,3,3,3,0,1
863,0,1,55,1,0,0,2,179,9,9,10,0,1
864,0,1,64,1,0,0,2,167,5,8,7,0,1
865,0,1,75,1,0,0,2,504,16,21,19,0,1
866,1,0,67,1,0,0,2,576,24,26,24,0,1
867,0,1,65,1,0,0,2,191,5,4,5,0,1
868,0,1,66,0,1,0,2,429,17,17,19,0,1
869,0,1,67,0,1,0,2,154,4,2,3,0,1
870,1,0,50,1,0,0,2,190,11,10,6,0,1
871,0,1,46,1,0,0,2,227,9,10,9,0,1
872,0,1,58,1,0,0,2,319,10,14,11,0,1
873,0,1,38,1,0,0,2,33,1,0,0,0,1
874,1,0,44,1,0,0,2,100,2,1,0,0,1
875,0,1,54,1,0,0,2,132,1,2,3,0,1
876,0,1,68,1,0,0,2,576,27,26,23,0,1
877,0,1,44,1,0,0,2,343,16,19,21,0,1
878,0,1,69,1,0,0,2,213,9,12,11,0,1
879,0,1,57,1,0,0,2,534,21,20,19,0,1
880,1,0,55,1,0,0,2,336,14,10,14,0,1
881,0,1,67,1,0,0,2,554,27,23,23,0,1
882,1,0,52,1,0,0,2,414,16,18,13,0,1
883,0,1,52,1,0,0,2,145,7,6,4,0,1
884,0,1,55,1,0,0,2,220,8,4,7,0,1
885,0,1,50,1,0,0,2,471,12,11,11,0,1
886,1,0,47,1,0,0,2,110,3,3,3,0,1
887,1,0,52,1,0,0,2,307,8,3,6,0,1
888,1,0,74,1,0,0,2,545,21,22,19,0,1
889,1,0,40,1,0,0,2,114,4,5,2,0,1
890,1,0,49,1,0,0,2,161,8,7,8,0,1
891,1,0,64,1,0,0,2,125,5,6,5,0,1
892,0,1,68,1,0,0,2,115,5,6,6,0,1
893,0,1,59,1,0,0,2,370,14,15,11,0,1
894,1,0,57,1,0,0,2,328,10,12,10,0,1
895,0,1,51,1,0,0,2,492,20,20,21,0,1
896,1,0,53,1,0,0,2,14,0,1,0,0,1
897,0,1,71,1,0,0,2,448,17,18,16,0,1
898,0,1,45,1,0,0,2,76,8,2,4,0,1
899,1,0,75,1,0,0,2,155,7,6,7,0,1
900,1,0,72,1,0,0,2,644,28,27,23,0,1
901,1,0,42,1,0,0,2,37,2,0,0,0,1
902,0,1,55,1,0,0,2,322,17,12,11,0,1
903,0,1,83,1,0,0,2,484,20,19,14,0,1
904,0,1,58,1,0,0,2,569,25,21,19,0,1
905,1,0,51,1,0,0,2,179,10,11,8,0,1
906,1,0,54,1,0,0,2,292,14,16,12,0,1
907,0,1,50,1,0,0,2,152,11,13,3,0,1
908,0,1,60,1,0,0,2,306,8,10,10,0,1
909,0,1,44,1,0,0,2,92,1,3,1,0,1
910,1,0,63,1,0,0,2,590,26,23,24,0,1
911,0,1,19,1,0,0,2,200,20,19,20,0,1
912,0,1,47,1,0,0,2,716,26,26,24,0,1
913,0,1,25,1,0,0,2,29,0,1,0,0,1
914,1,0,38,1,0,0,2,25,1,0,0,0,1
915,0,1,55,1,0,0,2,45,4,3,1,0,1
916,1,0,63,1,0,0,2,6,0,0,0,0,1
917,0,1,59,1,0,0,2,234,7,8,3,0,1
918,1,0,66,1,0,0,2,106,5,2,2,0,1
919,1,0,58,1,0,0,2,22,0,0,2,0,1
920,1,0,47,1,0,0,2,290,9,8,12,0,1
921,0,1,93,0,1,0,2,60,0,1,1,0,1
922,0,1,76,1,0,0,2,515,26,23,17,0,1
923,0,1,84,0,1,0,2,108,1,0,0,0,1
924,1,0,52,1,0,0,2,66,0,1,2,0,1
925,0,1,53,1,0,0,2,201,11,10,9,0,1
926,0,1,51,1,0,0,2,43,1,0,1,0,1
927,0,1,73,1,0,0,2,508,18,24,14,0,1
928,1,0,68,1,0,0,2,614,23,24,23,0,1
929,0,1,29,1,0,0,2,25,3,0,0,0,1
930,0,1,63,1,0,0,2,179,0,8,12,0,1
931,0,1,25,1,0,0,2,16,0,0,1,0,1
932,0,1,69,0,1,0,2,257,13,12,11,0,1
933,0,1,70,1,0,0,2,267,8,11,10,0,1
934,1,0,36,1,0,0,2,103,4,1,3,0,1
935,0,1,61,1,0,0,2,394,18,14,15,0,1
936,0,1,58,1,0,0,2,442,4,20,16,0,1
937,0,1,22,1,0,0,2,59,0,0,0,0,1
938,0,1,68,1,0,0,2,619,26,26,23,0,1
939,1,0,46,1,0,0,2,112,7,7,5,0,1
940,0,1,63,1,0,0,2,320,13,15,11,0,1
941,1,0,30,1,0,0,2,67,2,0,1,0,1
942,1,0,44,1,0,0,2,100,7,4,5,0,1
943,0,1,72,1,0,0,2,315,13,13,12,0,1
944,1,0,63,1,0,0,2,396,18,8,10,0,1
945,0,1,77,1,0,0,2,220,12,9,16,0,1
946,1,0,73,0,1,0,2,88,4,3,2,0,1
947,0,1,60,1,0,0,2,240,10,7,8,0,1
948,1,0,70,1,0,0,2,452,22,21,15,0,1
949,0,1,54,1,0,0,2,235,8,8,6,0,1
950,1,0,39,1,0,0,2,213,4,4,10,0,1
951,1,0,60,1,0,0,2,247,7,13,11,0,1
952,1,0,40,1,0,0,2,172,6,8,7,0,1
953,0,1,45,1,0,0,2,120,0,3,5,0,1
954,0,1,68,1,0,0,2,360,12,15,12,0,1
955,0,1,79,1,0,0,2,396,19,18,20,0,1
956,0,1,75,1,0,0,2,184,12,0,10,0,1
957,1,0,67,1,0,0,2,392,17,16,15,0,1
958,0,1,70,0,1,0,2,388,16,12,17,0,1
959,0,1,57,0,1,0,2,108,9,8,4,0,1
960,0,1,83,1,0,0,2,218,10,8,0,0,1
961,0,1,74,1,0,0,2,585,28,25,24,0,1
962,0,1,55,1,0,0,2,426,21,21,16,0,1
963,1,0,63,1,0,0,2,408,21,19,16,0,1
964,1,0,80,1,0,0,2,506,17,25,21,0,1
965,0,1,66,0,1,0,2,228,9,8,9,0,1
966,0,1,70,1,0,0,2,233,6,11,5,0,1
967,1,0,68,0,1,0,2,72,3,3,1,0,1
968,1,0,83,1,0,0,2,432,16,15,12,0,1
969,0,1,75,1,0,0,2,67,1,1,2,0,1
970,0,1,57,1,0,0,2,25,0,0,0,0,1
971,1,0,47,1,0,0,2,432,20,19,14,0,1
972,0,1,77,1,0,0,2,227,9,10,9,0,1
973,0,1,77,1,0,0,2,104,2,7,7,0,1
974,0,1,58,1,0,0,2,345,14,12,9,0,1
975,1,0,37,1,0,0,2,165,2,1,3,0,1
976,0,1,36,1,0,0,2,32,0,0,0,0,1
977,0,1,57,1,0,0,2,124,12,11,9,0,1
978,0,1,47,1,0,0,2,110,12,12,4,0,1
979,0,1,73,1,0,0,2,0,0,0,0,0,1
980,0,1,69,1,0,0,2,235,9,10,6,0,1
981,1,0,61,1,0,0,2,89,0,0,0,0,1
982,0,1,62,1,0,0,2,399,17,20,19,0,1
983,0,1,46,1,0,0,2,600,26,24,24,0,1
984,0,1,43,1,0,0,2,3,0,0,0,0,1
985,1,0,55,1,0,0,2,30,0,1,2,0,1
986,0,1,46,1,0,0,2,322,13,12,7,0,1
987,1,0,55,1,0,0,2,253,12,9,14,0,1
988,0,1,50,1,0,0,2,267,9,17,11,0,1
989,0,1,69,1,0,0,2,259,11,8,5,0,1
990,1,0,34,1,0,0,2,16,1,0,0,0,1
991,0,1,80,1,0,0,2,112,5,6,4,0,1
992,1,0,41,1,0,0,2,271,10,9,7,0,1
993,0,1,42,1,0,0,2,155,0,3,10,0,1
994,0,1,62,1,0,0,2,138,4,4,8,0,1
